EncodedPixels,ImageId
30988 1 31244 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
28430 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
31512 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
17190 5 17446 5 17702 2 17705 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
18474 2 18729 3 18985 3,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
20009 2 20266 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
18478 1 18733 7 18989 2 18993 2 19245 1 19250 1 19500 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
19758 1 19761 4 20013 7 20271 4 20527 3,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
26670 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
23343 3 23599 3 23855 3 24113 3 24370 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
17713 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
20789 3 21041 9 21297 4 21303 3 21553 1 21560 2 21816 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
24881 3 25138 3 25396 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
21811 2 22066 4 22322 3 22578 3 22835 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
22838 2 23094 2 23350 3 23605 6 23862 5 24117 5 24373 4 24630 3 24886 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
22329 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
22079 2 22332 5 22587 6 22843 7 23100 6 23356 6 23612 6,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
16445 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
21565 1 21821 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
19263 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
16192 2 16448 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
17472 1 17728 3,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
18240 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
20034 2 20291 2 20547 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
16710 2 16964 4 17220 3,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
18501 3 18756 4 19013 3 19270 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
20805 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
21317 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
17991 2 18248 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
20039 1 20295 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
16969 2 17226 1 17482 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
17740 2 17995 2 18251 3 18508 2 18762 5 19017 3 19021 4,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
20809 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
19530 2 19786 3 20042 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
20304 2 20560 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
17498 1 17753 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
11364 3 11618 5 11875 3 12132 2 12389 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
13926 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
11882 1 12137 2 12393 6 12647 10 12905 4 12910 4 13162 2 13166 4 13422 5 13678 5 13934 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
13672 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
11636 1 11890 3 12146 1 12401 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
13429 2 13685 3 13941 4 14196 6 14451 7 14706 4 14713 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
12659 1 12915 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
13175 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
10616 3 10873 3,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
11641 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
380 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
11132 3 11389 3,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
642 2 898 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
11141 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
134 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
10630 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
2185 8 2439 9 2697 7,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
2960 2 3217 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
6299 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
59063 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
55482 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
47046 2,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
47304 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
47567 1,17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff
1 7 257 7 513 7 769 7 1025 7 1281 7 1537 7 1793 7 2049 7 2305 7 2561 6 2817 6 3073 6 3329 6 3585 6 3841 6 4097 6 4353 6 4609 6 4865 6 5121 6 5377 6 5633 6 5889 6 6145 6 6401 5 6657 5 6913 5 7169 2 7425 1 7681 1,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
26113 1 26369 1 26625 1 26881 1 27137 1 27393 1 27649 2 27905 2 28161 2 28417 2 28673 3 28929 3 29185 3 29441 3 29697 3 29953 4 30209 4 30465 4 30721 4 30977 4 31233 5 31489 7 31745 7 32001 7 32257 7 32513 7 32769 7 33025 7 33281 7 33537 7 33793 7 34049 7 34305 7 34561 7 34817 7 35073 7 35329 7 35585 7 35841 7 36097 7 36353 7 36609 6 36865 6 37121 6 37377 6 37633 6 37889 6 38145 6 38401 6 38657 6 38913 5 39169 5 39425 5 39681 5 39937 4 40194 3 40450 3 40706 2 40963 1,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
48390 1 48646 1 48902 3 49157 4 49413 5 49669 5 49925 5 50181 5 50437 5 50693 5 50949 5 51204 6 51460 7 51716 8 51972 8 52227 10 52483 10 52739 10 52994 12 53251 11 53507 12 53763 12 54019 12 54274 14 54530 14 54786 14 55042 14 55298 14 55554 15 55811 14 56067 14 56323 14 56579 14 56835 14 57091 14 57347 14 57603 14 57859 14 58116 13 58372 13 58628 13 58884 13 59140 13 59397 13 59412 1 59653 16 59909 16 60166 15 60422 15 60679 14 60936 10 60947 2 61192 10 61203 1 61449 9 61459 1 61706 8 61962 7 62218 4 62223 1 62476 2,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
49155 1 49411 1 49667 1 49923 1 50179 1,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
26120 2 26376 2 26632 2 26888 2 27144 2 27400 2 27656 3 27911 4 28167 4 28424 3 28680 3 28936 3 29192 3 29448 3 29704 3 29960 3 30217 2 30220 3 30473 7 30729 7 30986 6 31243 5 31499 6 31755 6 32011 6 32266 7 32522 8 32778 8 33034 8 33290 8 33546 8 33802 8 34058 8 34314 8 34570 8 34826 8 35082 8 35338 8 35594 8 35850 8 36106 8 36362 8 36618 8 36874 8 37130 8 37386 8 37642 8 37899 7 38155 7 38411 7 38667 7 38923 8 39180 7 39436 9 39692 9 39948 9 40204 9 40460 9 40716 9 40973 8 41229 8 41485 8 41741 8 41998 7 42254 7 42510 7 42766 7 43022 7 43279 6 43535 7 43791 7 44047 7 44303 7 44559 7 44815 7 45072 6 45328 6 45584 6 45840 6 46097 5 46353 5 46609 5 46866 3 47124 1,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
1549 1 1805 2 2061 3 2317 3 2321 1 2573 5 2829 5 3085 5 3341 5 3597 5 3853 5 4109 5 4365 5 4621 5 4877 6 5133 6 5389 6 5644 7 5899 8 6155 8 6411 8 6667 8 6923 8 7179 9 7435 9 7691 9 7947 9 8204 9 8460 9 8716 9 8973 7 9229 8 9486 7 9742 7 9998 7 10254 6 10511 5 10767 4 11024 2,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
64525 1 64780 3 65036 3 65291 4,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
1292 1,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
24600 3 24855 5 25111 6 25366 7 25374 1 25622 9 25878 9 26134 9 26389 10 26645 10 26901 10 27157 10 27413 10 27669 10 27925 10 28180 11 28436 11 28692 11 28948 11 29204 11 29460 11 29716 11 29972 11 30228 11 30484 11 30740 11 30997 10 31253 10 31509 10 31765 10 32021 9 32277 9 32534 8 32790 8 33047 7 33304 6 33561 6 33817 6 34073 6 34329 6 34585 7 34841 7 35097 7 35353 7 35609 7 35865 7 36121 7 36377 7 36633 7 36888 7 37143 8 37398 9 37654 9 37910 9 38166 9 38422 9 38678 8 38935 7 39191 7 39447 7 39704 6 39960 6 40217 5 40473 5 40731 2 40987 2 41243 2 41499 2 41755 2 42011 3 42016 1 42267 6 42523 7 42778 8 43034 8 43047 2 43290 8 43302 3 43546 9 43558 3 43802 9 43813 5 44058 16 44314 16 44569 17 44825 17 45081 17 45337 17 45593 17 45849 17 46105 17 46361 17 46617 17 46873 17 47129 17 47385 18 47641 17 47897 17 48153 17 48409 18 48665 18 48921 18 49177 18 49433 18 49689 18 49945 18 50201 18 50457 18 50713 17 50969 17 51225 17 51481 17 51737 11 51749 5 51993 10 52006 4 52249 9 52262 4 52504 9 52518 3 52760 9 52774 3 53016 8 53030 3 53272 8 53286 3 53528 8 53542 3 53785 7 53798 3 54041 7 54054 3 54297 7 54310 3 54553 7 54566 3 54809 7 54822 1 55065 7 55321 7 55577 7 55833 7 56090 6 56346 5 56602 5 56859 4 57115 4 57371 4 57628 3 57886 1,a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d
